1932 	7.4
1942 	7.5
1943 	7.6
1948 	6.8
1952 	7.0
1952 	6.1
1958 	5.0
1958 	7.1
1960 	6.2
1963 	5.9
1965 	6.4
1966 	6.0
1967 	3.6
1974 	5.2
1976 	6.2
1976 	7.0
1978 	4.0
1982 	7.2
1987 	6.8
1995 	8.2
1998 	6.3
1998 	4.9
1976 	6.9
1998 	3.8
1982 	6.0
1976 	5.6
1980 	5.7
1979 	5.3
1986 	6.2
1972 	6.8
1964 	4.4
1990 	8.3
1995 	7.2
1962 	6.7
1991 	3.8
1972 	6.3
1993 	8.0
1972 	5.5
1975 	5.8
